# File generated by CMD 3.6 (http://stev.oapd.inaf.it/cmd) on Mon Nov 22 17:07:39 CET 2021
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods are from Trabucchi et al. (2021)
# Photometric system: Pan-STARRS1
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  gP1mag  rP1mag  iP1mag  zP1mag  yP1mag  wP1mag
0.0152 0.01508 7.00000 0.8500000238 2.4350347519    0.850 -0.481  3.6303  4.321    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -3.15e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 5.971 7.295 6.263 5.799 5.602 5.488 6.289
0.0152 0.01508 7.00000 0.8948817849 2.4479045868    0.894 -0.428  3.6373  4.318    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -3.48e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 5.840 7.081 6.076 5.652 5.473 5.366 6.118
0.0152 0.01508 7.00000 0.9000000358 2.4492788315    0.899 -0.422  3.6381  4.318    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -3.52e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 5.824 7.056 6.054 5.635 5.458 5.352 6.098
0.0152 0.01508 7.00000 0.9324642420 2.4575924873    0.932 -0.384  3.6432  4.317    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -3.77e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 5.731 6.903 5.922 5.531 5.366 5.265 5.976
0.0152 0.01508 7.00000 0.9500000477 2.4618122578    0.950 -0.362  3.6463  4.315    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -3.94e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 5.675 6.812 5.845 5.469 5.310 5.212 5.904
0.0152 0.01508 7.00000 0.9938926101 2.4716281891    0.994 -0.309  3.6540  4.312    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -4.37e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 5.543 6.591 5.663 5.321 5.177 5.087 5.732
0.0152 0.01508 7.00000 1.0000000000 2.4729156494    1.000 -0.301  3.6551  4.312    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -4.44e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 5.523 6.557 5.635 5.298 5.157 5.068 5.706
0.0152 0.01508 7.00000 1.0499999523 2.4828116894    1.050 -0.240  3.6646  4.309    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -4.62e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 5.370 6.300 5.432 5.129 5.003 4.924 5.510
0.0152 0.01508 7.00000 1.0668245554 2.4859025478    1.066 -0.218  3.6681  4.308    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -4.69e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 5.314 6.209 5.361 5.068 4.948 4.872 5.441
0.0152 0.01508 7.00000 1.0993057489 2.4915635586    1.099 -0.167  3.6758  4.301    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -4.96e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 5.188 6.005 5.203 4.932 4.822 4.754 5.285
